math,physics,chemistry,cs,coding_interest,analytical_interest,machine_interest,building_interest,electronics_interest,logic_aptitude,target_career
84,64,62,86,97,99,17,77,15,54,Software Development
85,66,46,71,49,85,83,79,32,70,Civil Engineering
84,99,52,67,16,78,13,16,48,79,Cloud / DevOps
69,92,69,58,55,78,16,97,65,95,Civil Engineering
83,65,51,58,77,32,75,57,97,35,Data Science / AI
100,77,71,70,22,68,33,38,50,39,Cloud / DevOps
79,76,74,77,73,36,83,91,88,31,Mechanical Engineering
88,72,55,63,58,36,98,24,47,30,Mechanical Engineering
45,100,82,60,94,52,32,59,39,77,Electrical Engineering
70,62,93,49,15,29,28,86,41,63,Electrical Engineering
76,70,82,73,97,83,100,90,49,56,Cybersecurity
48,68,55,76,62,98,11,63,62,78,Mechanical Engineering
96,45,57,65,34,72,42,86,11,80,Software Development
69,83,67,82,99,67,26,94,98,58,Electrical Engineering
65,75,81,61,91,24,24,30,72,38,Cybersecurity
86,72,85,71,78,51,31,42,97,80,Cybersecurity
80,71,68,79,78,46,46,82,43,43,Software Development
83,53,91,41,60,35,21,81,73,55,Electrical Engineering
64,70,76,100,76,14,70,71,23,44,Civil Engineering
47,64,40,75,39,14,59,33,20,38,Cloud / DevOps
79,95,71,93,65,88,57,66,28,86,Software Development
83,65,48,79,94,74,34,36,50,35,Software Development
52,91,67,96,29,53,42,32,54,89,Cloud / DevOps
67,76,73,74,92,17,60,58,29,67,Electronics & Communication
68,77,56,53,18,38,33,90,34,72,Civil Engineering
93,82,70,100,94,66,13,66,18,61,Cybersecurity
70,91,72,56,81,30,28,80,50,37,Civil Engineering
100,86,68,88,24,97,18,62,76,98,Electrical Engineering
68,84,40,56,89,31,51,57,14,48,Data Science / AI
89,68,73,50,97,39,10,58,10,37,Cloud / DevOps
100,89,66,67,82,25,38,90,14,99,Software Development
90,100,84,100,12,93,70,83,92,79,Electronics & Communication
61,59,52,82,97,88,59,67,40,92,Mechanical Engineering
77,69,82,97,54,91,68,71,29,88,Civil Engineering
52,63,82,66,78,56,38,28,46,52,Electrical Engineering
63,87,50,69,42,30,57,12,65,68,Cybersecurity
79,63,81,64,15,68,62,100,79,59,Electronics & Communication
96,70,80,88,26,90,55,36,61,83,Electrical Engineering
65,41,75,76,68,67,66,59,69,76,Civil Engineering
83,68,63,100,51,95,61,27,77,56,Electrical Engineering
52,83,61,68,37,34,82,34,94,76,Robotics / Automation
70,59,78,100,80,62,57,92,49,57,Electrical Engineering
82,73,55,84,28,70,23,79,93,87,Electronics & Communication
100,66,64,64,89,62,16,35,37,73,Data Science / AI
67,40,76,59,94,59,76,65,33,86,Software Development
50,83,53,68,98,36,59,82,95,52,Civil Engineering
96,50,47,79,44,97,82,29,92,81,Electrical Engineering
92,48,76,85,29,62,50,69,41,46,Robotics / Automation
44,83,83,69,50,88,88,77,90,34,Mechanical Engineering
93,89,71,66,18,20,12,11,16,72,Data Science / AI
60,71,78,69,50,55,35,29,37,69,Data Science / AI
42,91,72,68,56,89,50,84,67,90,Civil Engineering
87,94,40,82,53,100,32,47,48,42,Electronics & Communication
53,79,71,86,30,29,30,63,25,98,Electrical Engineering
67,43,63,82,30,81,80,90,70,65,Cloud / DevOps
90,54,85,63,24,94,28,66,22,35,Cybersecurity
80,64,72,91,58,70,58,71,31,32,Civil Engineering
56,61,72,100,66,84,83,33,67,32,Robotics / Automation
62,100,100,73,95,82,54,53,20,77,Data Science / AI
70,61,68,49,32,27,89,48,96,80,Electrical Engineering
73,94,60,70,24,95,35,91,51,67,Civil Engineering
49,77,73,76,20,55,87,73,12,83,Mechanical Engineering
71,67,77,74,56,42,34,75,45,96,Civil Engineering
79,75,86,87,13,72,50,31,16,60,Mechanical Engineering
77,94,76,98,43,67,65,53,15,64,Robotics / Automation
84,44,89,77,94,20,52,80,14,46,Software Development
74,76,64,79,83,12,48,58,35,90,Cloud / DevOps
66,91,68,68,59,14,98,96,44,78,Robotics / Automation
61,76,72,81,56,75,64,62,100,73,Cybersecurity
59,47,79,100,54,43,80,34,72,66,Mechanical Engineering
59,95,74,74,20,67,95,20,95,70,Mechanical Engineering
69,51,84,61,12,26,23,41,19,52,Civil Engineering
63,86,41,47,18,29,83,40,21,39,Mechanical Engineering
74,76,77,69,11,53,89,19,29,88,Robotics / Automation
100,68,66,60,95,23,88,25,17,47,Data Science / AI
76,81,88,48,20,33,21,21,10,85,Cloud / DevOps
71,78,78,75,36,16,20,59,51,97,Cloud / DevOps
83,59,93,92,70,35,100,73,87,53,Electronics & Communication
54,55,54,87,46,96,85,17,66,53,Electronics & Communication
55,67,76,73,10,20,32,35,43,48,Electronics & Communication
78,56,78,63,83,34,99,25,99,39,Data Science / AI
70,75,71,75,33,51,39,30,60,67,Electrical Engineering
63,67,70,50,74,91,46,37,64,62,Civil Engineering
68,77,50,95,40,77,10,93,97,62,Electronics & Communication
94,53,90,72,30,18,17,18,73,74,Electrical Engineering
81,64,83,82,89,65,20,96,67,31,Software Development
62,54,48,78,50,85,56,99,97,38,Mechanical Engineering
83,81,68,54,50,67,55,71,57,93,Civil Engineering
64,89,62,77,48,72,50,79,34,59,Civil Engineering
58,77,63,93,85,31,15,98,55,82,Civil Engineering
86,64,68,65,69,69,51,61,69,89,Robotics / Automation
53,59,72,80,29,28,59,63,13,47,Civil Engineering
77,67,83,76,58,90,29,61,56,31,Electrical Engineering
85,45,40,80,94,32,29,85,33,57,Software Development
53,68,65,100,12,60,70,29,44,73,Cloud / DevOps
80,74,82,81,12,73,60,30,48,100,Mechanical Engineering
68,88,53,80,39,34,72,87,73,85,Robotics / Automation
51,75,72,100,30,72,95,17,55,43,Mechanical Engineering
51,62,82,81,51,100,71,87,47,48,Cloud / DevOps
77,57,61,97,76,73,37,63,72,31,Cybersecurity
74,77,68,53,90,30,53,90,49,84,Software Development
89,79,100,56,86,26,77,46,53,77,Data Science / AI
87,52,72,92,57,82,70,18,12,87,Civil Engineering
43,68,61,62,63,41,36,51,98,59,Civil Engineering
80,88,68,78,91,70,45,81,53,72,Data Science / AI
76,72,53,94,26,51,90,83,39,60,Mechanical Engineering
79,77,57,66,72,82,70,12,50,95,Data Science / AI
72,48,44,64,59,28,89,51,20,97,Robotics / Automation
82,62,54,60,69,87,44,18,67,79,Cloud / DevOps
68,66,100,93,45,28,56,17,70,61,Cloud / DevOps
90,89,55,52,91,10,51,55,89,91,Data Science / AI
58,92,61,52,44,50,72,50,87,98,Mechanical Engineering
68,68,74,79,92,34,86,87,25,67,Civil Engineering
62,82,60,72,17,34,77,74,46,61,Robotics / Automation
85,62,61,85,64,99,11,48,43,56,Cybersecurity
62,66,78,100,47,13,13,93,92,83,Civil Engineering
84,79,77,55,20,57,69,28,67,78,Electronics & Communication
76,71,74,77,30,86,66,50,23,65,Robotics / Automation
80,67,70,52,45,35,100,87,68,66,Civil Engineering
70,92,74,74,30,85,26,51,12,45,Software Development
100,51,53,100,51,80,71,57,28,70,Electrical Engineering
75,68,52,83,80,13,90,65,92,71,Cloud / DevOps
83,55,67,68,32,51,88,14,92,66,Electronics & Communication
78,55,88,91,82,82,15,75,17,46,Cloud / DevOps
69,68,67,60,18,18,27,29,23,96,Cybersecurity
68,67,94,92,40,21,56,55,53,40,Electrical Engineering
89,77,53,74,53,18,73,61,79,37,Robotics / Automation
89,53,79,100,92,60,98,29,80,41,Data Science / AI
90,93,73,92,67,30,24,43,39,60,Software Development
64,83,79,80,92,97,81,13,16,58,Robotics / Automation
94,63,67,76,15,15,38,39,29,47,Electronics & Communication
59,75,44,93,50,51,59,91,95,80,Civil Engineering
75,64,57,70,12,75,47,73,13,83,Electronics & Communication
85,80,59,59,18,15,35,85,14,56,Civil Engineering
84,61,70,77,39,84,72,10,54,40,Civil Engineering
79,84,51,40,75,31,60,37,29,98,Software Development
66,99,100,100,90,89,46,44,81,77,Electronics & Communication
72,45,40,63,30,35,87,42,52,55,Civil Engineering
72,91,83,79,43,60,25,93,46,87,Civil Engineering
61,57,73,87,13,67,87,93,95,95,Electrical Engineering
80,56,79,82,36,33,24,15,59,43,Cloud / DevOps
58,60,80,70,35,82,48,98,96,57,Mechanical Engineering
98,79,62,74,56,69,16,92,90,59,Electronics & Communication
75,61,56,87,37,75,13,49,11,57,Cybersecurity
87,81,92,65,52,36,73,59,51,88,Robotics / Automation
100,58,54,43,87,31,72,71,81,66,Data Science / AI
68,64,77,79,19,88,23,10,13,36,Software Development
57,66,64,43,45,10,48,66,58,50,Data Science / AI
60,60,91,78,16,57,37,92,34,84,Civil Engineering
84,49,87,98,19,45,63,93,12,68,Software Development
45,61,77,86,25,48,28,43,68,56,Data Science / AI
64,67,61,76,91,97,13,70,32,31,Data Science / AI
92,60,85,60,21,40,68,84,98,64,Electronics & Communication
62,84,83,90,12,99,82,71,18,49,Mechanical Engineering
55,65,82,75,18,60,96,58,13,34,Robotics / Automation
58,78,59,100,65,69,62,32,11,35,Data Science / AI
98,81,90,76,45,100,46,71,35,64,Civil Engineering
86,94,73,70,13,95,44,34,40,87,Software Development
49,70,82,92,93,15,82,65,81,92,Cloud / DevOps
82,63,40,66,16,46,56,21,86,77,Electronics & Communication
70,67,79,100,70,79,30,57,94,77,Electrical Engineering
76,68,66,77,51,91,54,62,32,81,Civil Engineering
62,73,76,78,69,54,47,28,96,93,Electronics & Communication
81,78,43,86,62,56,65,21,87,62,Electrical Engineering
64,55,53,82,52,55,92,69,67,99,Cybersecurity
71,46,77,49,15,53,74,90,28,73,Electronics & Communication
77,75,83,100,90,30,83,27,36,80,Software Development
54,71,65,82,63,24,74,79,15,96,Mechanical Engineering
78,66,63,54,83,10,42,80,95,51,Data Science / AI
89,78,83,69,97,100,52,72,24,71,Cybersecurity
65,55,75,56,80,60,76,94,60,58,Civil Engineering
100,52,74,100,62,98,23,38,91,88,Electrical Engineering
83,74,55,50,98,34,10,74,23,93,Data Science / AI
86,94,63,54,19,98,49,40,61,68,Cloud / DevOps
40,57,68,100,79,91,22,34,13,32,Software Development
85,76,63,64,47,25,36,33,97,39,Electrical Engineering
96,75,40,62,42,67,25,64,55,81,Software Development
62,63,78,73,99,86,48,53,59,77,Cloud / DevOps
73,91,59,100,48,64,89,85,71,35,Robotics / Automation
64,73,65,77,14,73,50,54,13,62,Robotics / Automation
81,78,58,54,59,78,22,64,98,74,Electronics & Communication
100,64,80,46,13,58,14,72,21,90,Mechanical Engineering
70,70,77,40,79,21,20,41,90,42,Electronics & Communication
77,54,74,56,58,53,40,87,70,34,Civil Engineering
62,67,54,66,49,80,100,67,37,82,Data Science / AI
57,44,85,51,11,97,26,85,96,33,Electronics & Communication
72,83,60,60,66,18,74,33,69,65,Robotics / Automation
78,88,52,72,78,93,16,42,84,45,Cloud / DevOps
49,66,70,59,32,67,47,30,15,67,Civil Engineering
68,50,71,94,64,24,97,29,19,55,Robotics / Automation
58,62,77,96,72,41,10,59,93,52,Electrical Engineering
52,69,74,73,15,48,33,38,53,93,Cloud / DevOps
40,79,92,77,66,99,24,22,31,47,Cybersecurity
59,64,96,91,87,82,13,66,73,76,Electrical Engineering
84,77,60,71,12,100,77,98,57,99,Mechanical Engineering
73,80,92,95,63,70,14,45,65,84,Data Science / AI
53,75,81,86,18,21,43,95,55,90,Civil Engineering
65,100,50,55,61,74,41,27,25,33,Cybersecurity
78,100,57,70,21,83,33,95,35,87,Civil Engineering
91,71,64,85,94,79,57,81,43,91,Software Development
79,87,89,80,94,33,84,62,24,35,Data Science / AI
79,75,77,75,35,28,48,27,99,80,Electrical Engineering
74,89,92,47,57,17,75,11,24,97,Robotics / Automation
75,61,65,82,84,77,11,48,27,70,Data Science / AI
85,70,41,57,71,37,34,94,70,91,Civil Engineering
88,40,87,84,71,37,22,32,59,100,Electronics & Communication
94,69,40,82,19,28,95,26,75,48,Electrical Engineering
94,85,60,76,71,75,19,82,31,61,Civil Engineering
67,59,84,53,90,62,90,56,38,63,Electrical Engineering
61,55,47,77,17,65,15,51,60,33,Cloud / DevOps
92,69,47,90,95,57,60,67,87,58,Data Science / AI
100,62,62,84,71,88,75,62,92,50,Electrical Engineering
99,64,50,86,86,76,46,73,19,85,Software Development
86,72,61,92,63,18,81,20,100,48,Mechanical Engineering
82,60,70,50,57,45,60,45,69,73,Mechanical Engineering
85,68,63,74,78,87,51,49,70,95,Cloud / DevOps
75,85,78,72,59,98,85,98,81,47,Robotics / Automation
86,78,63,72,53,21,98,72,53,98,Mechanical Engineering
72,79,64,67,42,90,44,44,46,95,Cloud / DevOps
100,86,58,85,50,51,40,82,34,74,Civil Engineering
76,77,72,96,49,34,52,76,96,82,Electronics & Communication
80,71,85,79,43,86,64,95,94,54,Electrical Engineering
76,76,68,75,98,47,34,97,97,76,Cybersecurity
66,60,55,49,36,69,84,76,32,45,Mechanical Engineering
61,69,71,70,91,41,36,86,91,73,Civil Engineering
40,95,86,83,33,92,73,57,41,80,Robotics / Automation
100,57,98,57,44,82,68,78,53,48,Mechanical Engineering
78,52,70,81,87,19,42,25,58,100,Cloud / DevOps
72,82,71,65,10,18,34,42,73,88,Electronics & Communication
66,84,60,91,75,82,63,35,44,36,Electrical Engineering
93,46,86,100,90,72,86,23,70,85,Cloud / DevOps
78,80,85,70,50,25,27,33,25,76,Software Development
77,52,72,83,15,18,45,23,80,98,Electronics & Communication
82,87,58,65,26,22,97,64,36,35,Mechanical Engineering
100,69,73,73,11,24,53,89,45,66,Civil Engineering
62,96,62,54,65,40,39,38,89,64,Electronics & Communication
68,41,60,57,55,40,29,12,80,70,Electrical Engineering
84,61,83,100,31,59,36,79,88,32,Electrical Engineering
86,68,72,47,21,83,88,44,72,45,Electrical Engineering
72,59,80,100,41,62,38,40,68,51,Cybersecurity
82,42,64,77,38,45,23,10,40,69,Electrical Engineering
76,61,73,52,84,86,59,67,37,59,Software Development
60,81,54,84,20,62,66,66,29,79,Electrical Engineering
54,98,58,70,12,79,44,36,96,92,Electrical Engineering
79,63,72,85,77,53,51,12,73,94,Cloud / DevOps
89,83,67,72,66,87,36,57,28,39,Electrical Engineering
100,86,56,76,31,61,36,37,50,75,Electrical Engineering
69,69,51,67,45,41,47,39,58,90,Software Development
100,80,40,96,97,82,41,92,99,38,Cloud / DevOps
91,66,80,59,12,59,83,54,56,78,Software Development
67,94,65,41,72,65,67,64,21,85,Mechanical Engineering
74,70,87,75,54,39,44,56,43,91,Cybersecurity
68,87,71,61,31,38,84,92,76,97,Mechanical Engineering
92,74,70,78,14,58,56,16,39,41,Cybersecurity
58,64,70,71,21,88,99,80,16,62,Data Science / AI
94,75,82,75,77,42,67,29,47,48,Cloud / DevOps
90,77,70,74,45,33,39,62,49,51,Electronics & Communication
60,79,69,65,18,39,21,89,16,52,Civil Engineering
91,53,63,93,46,80,70,64,31,60,Software Development
79,71,73,78,35,87,19,18,22,64,Cybersecurity
52,66,94,63,78,25,69,80,57,52,Civil Engineering
70,63,68,64,29,78,33,41,11,71,Cybersecurity
82,74,81,56,44,75,12,74,74,37,Electronics & Communication
69,68,76,60,27,31,16,70,29,46,Cloud / DevOps
88,89,55,66,87,57,83,45,69,61,Cloud / DevOps
67,100,63,100,32,100,24,41,30,35,Data Science / AI
56,57,59,59,58,27,10,46,68,97,Robotics / Automation
70,61,57,95,96,60,80,79,61,97,Robotics / Automation
93,86,77,76,92,76,55,87,83,81,Cybersecurity
67,57,75,53,77,62,31,74,73,46,Electrical Engineering
60,89,98,82,36,19,86,57,48,44,Robotics / Automation
91,68,49,86,58,58,48,57,13,70,Robotics / Automation
83,73,66,92,35,12,37,65,91,48,Electronics & Communication
60,60,54,76,85,27,93,48,60,61,Cybersecurity
58,61,59,70,12,39,66,42,72,81,Robotics / Automation
52,73,88,77,69,57,36,69,26,83,Software Development
98,92,81,76,41,28,91,22,47,77,Mechanical Engineering
75,83,64,41,54,69,59,93,65,39,Civil Engineering
82,55,55,75,86,47,55,75,80,91,Software Development
73,50,72,92,71,18,55,52,34,69,Electronics & Communication
58,91,46,100,31,11,22,28,81,64,Software Development
68,74,41,73,13,75,37,90,76,77,Electrical Engineering
78,70,61,57,67,61,52,88,68,74,Civil Engineering
91,72,93,65,89,51,46,57,16,96,Software Development
68,84,45,53,66,72,65,75,14,100,Civil Engineering
91,54,42,100,82,74,18,29,58,72,Cloud / DevOps
54,74,71,40,91,44,28,28,35,41,Electrical Engineering
70,78,75,91,45,60,38,15,15,68,Software Development
69,82,59,49,27,34,63,82,34,83,Civil Engineering
55,50,85,47,29,64,80,82,42,56,Software Development
79,68,68,99,18,30,14,43,71,38,Electrical Engineering
68,81,70,72,69,31,96,73,24,40,Robotics / Automation
100,50,89,86,53,88,57,70,43,100,Civil Engineering
67,96,42,65,90,95,51,77,29,96,Civil Engineering
56,78,53,82,97,45,86,41,38,32,Robotics / Automation
72,64,75,70,71,44,52,75,48,93,Electrical Engineering
58,100,62,40,16,85,48,42,23,48,Electronics & Communication
62,52,82,80,38,38,41,69,29,42,Electronics & Communication
80,66,65,68,74,56,62,61,63,72,Mechanical Engineering
73,84,75,84,20,41,30,89,71,38,Electronics & Communication
82,85,74,81,17,65,61,65,29,83,Robotics / Automation
92,62,57,53,13,52,57,25,49,60,Robotics / Automation
77,44,76,73,72,60,85,37,61,85,Cloud / DevOps
92,61,66,95,46,41,88,31,53,50,Civil Engineering
95,61,72,80,85,58,20,22,20,40,Software Development
80,68,89,40,29,79,64,73,21,49,Civil Engineering
68,78,76,99,16,10,70,32,14,47,Mechanical Engineering
92,67,89,62,56,96,97,99,55,41,Civil Engineering
88,99,88,76,15,31,49,52,22,34,Data Science / AI
70,49,74,54,15,88,10,34,31,80,Robotics / Automation
63,54,63,74,23,44,85,47,88,97,Data Science / AI
79,62,86,71,88,46,27,18,69,63,Data Science / AI
63,75,99,81,92,99,75,22,73,58,Robotics / Automation
69,49,66,79,14,60,53,95,30,90,Robotics / Automation
69,47,57,100,55,75,49,47,93,81,Electronics & Communication
96,58,80,53,40,49,95,51,36,60,Robotics / Automation
96,75,84,44,29,100,29,14,20,37,Data Science / AI
85,71,82,91,28,23,67,26,29,39,Mechanical Engineering
75,62,81,73,52,98,50,84,40,91,Electrical Engineering
61,58,47,65,62,25,92,95,95,100,Mechanical Engineering
91,74,62,89,100,36,70,93,14,76,Data Science / AI
62,73,67,89,60,34,54,18,16,34,Mechanical Engineering
51,59,45,70,59,33,73,69,94,80,Civil Engineering
93,64,62,90,67,27,51,100,64,70,Cybersecurity
91,70,80,55,10,31,42,63,21,92,Civil Engineering
95,100,77,40,28,15,27,40,75,93,Electronics & Communication
66,81,63,97,35,33,63,14,11,76,Civil Engineering
83,61,70,58,88,57,53,10,23,91,Data Science / AI
72,63,87,100,37,28,52,97,94,94,Electronics & Communication
53,43,66,47,77,60,77,85,88,55,Electrical Engineering
75,83,92,78,15,68,85,80,47,98,Robotics / Automation
72,42,70,76,15,46,52,12,62,38,Robotics / Automation
84,61,63,48,63,69,87,83,39,70,Cloud / DevOps
40,55,46,81,67,43,48,93,14,59,Mechanical Engineering
67,63,55,40,60,43,10,77,39,35,Cloud / DevOps
97,56,63,48,67,40,60,10,65,36,Data Science / AI
89,74,57,67,45,78,79,63,12,94,Robotics / Automation
100,70,67,58,86,94,16,73,84,57,Cybersecurity
46,69,74,94,24,40,59,81,52,52,Civil Engineering
41,55,61,74,79,93,35,11,97,84,Data Science / AI
72,70,76,58,52,92,41,71,12,42,Civil Engineering
89,78,65,100,26,43,31,94,47,62,Civil Engineering
98,85,40,100,63,30,64,36,30,76,Data Science / AI
86,100,88,100,46,49,79,98,80,38,Mechanical Engineering
88,92,99,78,29,25,10,40,18,64,Cybersecurity
51,67,75,76,24,67,53,25,74,98,Robotics / Automation
56,47,58,89,75,25,71,95,88,65,Data Science / AI
98,85,85,73,55,21,55,32,59,54,Electronics & Communication
48,65,66,66,42,12,89,21,18,50,Cybersecurity
75,78,82,69,53,30,76,98,78,54,Robotics / Automation
46,64,70,97,90,54,13,53,59,85,Data Science / AI
66,79,74,75,75,61,37,31,34,91,Data Science / AI
88,62,61,74,39,94,73,81,68,79,Civil Engineering
65,79,59,79,92,57,35,15,14,87,Cloud / DevOps
73,75,63,68,10,83,55,12,95,77,Electronics & Communication
76,75,69,100,63,10,50,69,20,47,Data Science / AI
60,71,46,81,86,76,81,24,85,47,Robotics / Automation
58,67,64,80,73,80,80,53,25,34,Civil Engineering
66,63,91,80,41,49,78,64,47,34,Data Science / AI
66,68,94,70,17,48,95,27,99,63,Electronics & Communication
64,61,61,64,29,45,53,62,19,97,Civil Engineering
55,55,57,85,19,73,49,48,62,32,Software Development
69,68,89,98,46,51,33,21,27,97,Data Science / AI
70,62,57,87,56,24,22,43,52,70,Data Science / AI
71,66,57,61,33,83,37,84,20,59,Civil Engineering
79,52,84,65,16,45,49,80,79,40,Electronics & Communication
72,51,69,69,80,94,48,22,61,35,Cybersecurity
74,94,72,60,63,21,94,52,44,36,Mechanical Engineering
64,80,89,80,18,22,85,10,23,91,Mechanical Engineering
85,81,91,40,70,56,61,79,23,63,Civil Engineering
85,86,49,59,30,85,81,41,20,72,Mechanical Engineering
62,61,62,79,33,93,82,99,23,32,Robotics / Automation
87,88,57,59,37,100,26,31,97,95,Electrical Engineering
94,81,71,83,62,10,97,76,44,54,Robotics / Automation
74,79,64,79,80,40,17,65,37,79,Data Science / AI
52,61,59,68,77,47,54,27,61,82,Mechanical Engineering
61,63,47,84,44,41,88,25,100,83,Mechanical Engineering
73,46,57,81,92,87,73,10,24,81,Data Science / AI
66,61,68,81,42,98,26,83,33,45,Cloud / DevOps
53,80,57,74,26,15,39,41,15,39,Electrical Engineering
74,64,54,69,27,37,45,24,83,30,Electrical Engineering
99,51,95,70,24,99,11,62,23,73,Cloud / DevOps
75,55,58,65,67,28,28,92,25,77,Civil Engineering
59,68,63,100,62,58,94,76,97,65,Civil Engineering
57,73,73,55,66,94,35,91,28,56,Civil Engineering
85,66,40,86,59,55,34,95,94,61,Electronics & Communication
58,56,80,68,72,45,65,16,42,30,Electrical Engineering
88,90,60,89,69,30,17,17,68,97,Mechanical Engineering
63,100,59,93,36,62,24,46,28,66,Mechanical Engineering
87,76,59,72,32,64,11,70,77,38,Electronics & Communication
42,75,75,77,54,48,92,38,67,55,Robotics / Automation
40,53,58,80,71,59,44,30,71,58,Robotics / Automation
79,69,79,56,27,12,40,92,72,79,Electrical Engineering
84,79,75,71,80,75,92,28,24,64,Cybersecurity
100,79,55,79,76,42,98,22,44,96,Cybersecurity
86,63,86,81,61,12,18,82,23,60,Mechanical Engineering
40,76,63,84,42,41,95,81,88,97,Mechanical Engineering
89,74,94,71,90,73,77,10,29,32,Cybersecurity
84,84,68,89,98,80,63,82,53,30,Cloud / DevOps
66,65,50,79,34,33,23,49,64,62,Mechanical Engineering
79,89,81,69,85,35,90,61,95,75,Software Development
57,78,86,88,58,70,89,35,41,71,Mechanical Engineering
91,68,63,61,53,55,70,40,78,72,Electronics & Communication
74,70,73,72,39,65,81,12,98,39,Electrical Engineering
72,60,84,76,82,27,39,62,15,56,Cloud / DevOps
72,60,50,98,62,78,19,23,97,100,Electronics & Communication
83,47,81,91,27,38,37,37,57,42,Software Development
76,95,73,49,42,11,85,62,25,65,Robotics / Automation
80,75,60,85,36,21,53,40,88,45,Electrical Engineering
49,86,56,57,42,86,78,90,40,35,Robotics / Automation
73,78,72,61,98,45,79,31,94,30,Cloud / DevOps
67,55,66,94,37,62,52,22,21,94,Cloud / DevOps
74,84,91,64,83,45,10,64,99,74,Cybersecurity
72,100,91,44,67,81,99,31,13,42,Mechanical Engineering
80,72,82,61,95,45,34,32,30,59,Software Development
62,61,61,89,32,35,36,35,26,67,Robotics / Automation
57,62,43,93,17,94,67,38,89,47,Software Development
94,67,65,83,25,36,56,90,48,85,Civil Engineering
97,78,59,45,29,98,18,30,70,78,Software Development
58,73,60,78,31,57,14,78,32,83,Civil Engineering
66,56,52,100,23,20,30,37,19,49,Electrical Engineering
88,97,78,67,23,65,39,99,31,64,Civil Engineering
94,71,73,74,76,81,96,77,85,72,Cloud / DevOps
40,96,77,80,30,86,78,94,82,57,Robotics / Automation
74,74,61,86,64,32,88,66,45,70,Robotics / Automation
55,74,78,71,87,37,12,35,61,67,Electrical Engineering
80,57,55,79,78,69,21,84,24,46,Software Development
85,43,77,65,39,99,78,24,81,91,Electronics & Communication
72,51,57,92,93,84,27,16,76,53,Data Science / AI
75,66,68,83,26,40,16,75,87,99,Electrical Engineering
81,70,86,92,40,78,80,20,53,97,Electronics & Communication
81,72,79,80,21,43,43,52,80,47,Electrical Engineering
90,85,54,55,15,64,72,36,27,58,Mechanical Engineering
64,86,46,82,76,28,89,66,19,84,Mechanical Engineering
80,89,72,50,51,68,31,97,45,73,Civil Engineering
60,54,61,71,13,14,11,13,95,33,Software Development
57,94,50,99,20,51,31,91,84,40,Civil Engineering
92,85,59,81,20,98,34,71,22,86,Civil Engineering
55,85,68,67,78,92,57,17,90,33,Cybersecurity
56,40,54,95,55,50,58,96,24,94,Mechanical Engineering
68,69,79,100,47,43,30,20,79,48,Electronics & Communication
94,57,40,100,46,72,76,19,29,52,Mechanical Engineering
100,74,50,92,74,89,15,50,58,90,Software Development
73,70,83,81,74,65,69,13,15,36,Software Development
57,67,79,84,94,43,41,58,54,73,Data Science / AI
78,86,64,78,56,76,45,77,29,81,Civil Engineering
40,65,81,67,58,82,25,40,62,49,Mechanical Engineering
68,56,85,84,75,39,51,57,94,36,Electronics & Communication
87,46,67,69,49,31,83,58,15,100,Software Development
70,62,64,90,90,70,16,62,36,60,Electrical Engineering
46,98,77,74,87,88,81,68,89,75,Mechanical Engineering
88,50,60,72,89,91,77,33,26,38,Software Development
95,71,76,64,44,16,25,60,42,97,Data Science / AI
82,97,84,73,81,77,10,43,90,63,Data Science / AI
85,80,77,95,80,70,73,41,76,54,Cloud / DevOps
91,70,79,68,34,77,92,18,61,64,Cloud / DevOps
61,67,68,45,29,96,18,28,99,81,Mechanical Engineering
87,40,100,100,31,76,83,92,95,69,Electronics & Communication
71,72,74,64,48,30,12,41,63,46,Civil Engineering
77,69,68,78,77,65,37,23,49,62,Software Development
55,72,72,77,69,15,59,47,90,79,Cybersecurity
71,89,64,79,55,57,47,15,33,81,Cloud / DevOps
94,70,73,73,96,57,53,79,97,53,Cybersecurity
93,68,89,73,34,12,95,20,70,78,Mechanical Engineering
62,82,65,86,62,45,47,75,83,97,Civil Engineering
40,72,63,55,74,12,38,23,57,60,Electronics & Communication
66,63,69,50,99,74,76,32,45,72,Cybersecurity
79,92,74,89,69,88,99,17,96,73,Mechanical Engineering
91,90,98,66,47,97,91,17,47,60,Mechanical Engineering
64,83,80,88,37,36,55,34,77,62,Civil Engineering
100,72,76,57,100,25,60,38,28,43,Software Development
100,66,65,68,22,86,68,77,69,45,Civil Engineering
65,61,62,50,79,16,87,35,40,41,Cloud / DevOps
63,100,81,91,73,37,27,61,92,71,Cloud / DevOps
92,99,43,52,15,62,14,19,20,94,Robotics / Automation
62,64,65,66,51,59,22,69,74,82,Electronics & Communication
78,72,59,40,77,11,11,33,36,33,Software Development
60,63,66,54,85,23,52,63,24,100,Cybersecurity
67,55,68,55,86,77,11,41,98,78,Electronics & Communication
62,52,67,59,70,91,99,73,43,66,Data Science / AI
88,78,68,60,63,10,89,97,37,80,Robotics / Automation
80,82,72,100,88,54,27,17,19,69,Software Development
81,85,72,87,25,77,91,83,46,43,Robotics / Automation
63,65,75,81,38,39,60,77,71,73,Software Development
82,88,48,57,85,27,62,34,31,50,Data Science / AI
78,61,100,84,87,87,74,28,19,60,Cloud / DevOps
73,64,62,75,45,52,53,63,19,41,Mechanical Engineering
76,65,65,99,14,99,47,26,76,98,Electronics & Communication
95,75,49,84,15,56,90,12,53,60,Robotics / Automation
